student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,email_valid,email_status,phone_digits,phone_formatted,phone_operator,hobbies,skills_tech_python,skills_tech_excel,skills_tech_sql,skills_soft_count,skills_soft_list,family_siblings,family_income_father,family_income_mother,family_income_total,devices_count,has_laptop,has_phone,latest_device_year,devices_types_str,devices_brands_str,addr_raw,addr_postal,addr_city,addr_district
446,Michael Delgado,18,femlae,92.0,757.081.6072,East Michelle,lbailey@gmail.com,2024-01-17 11:00:00,Pyhton,95,pending,37.0,excellent,215.0,2021-07-14 06:26:55,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['article', 'west'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['call', 'edge']}, 'family': {'siblings': 3, 'income': {'father': 1085, 'mother': 1135}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}",True,valid,7570816072,+998 57 081 60 72,Unknown,"article, west",3.0,1.0,1.0,2.0,"call, edge",3.0,1085.0,1135.0,2220.0,2,True,True,2024,"laptop, phone","HP, Xiaomi","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
447,Brandy King,,,81.0,,East Mark,someonegmail.com,1997-07-11 00:00:00,d.s.,,active,0.0,excellent,117.0,1983-12-01 00:00:00,"39753 Emily Harbors, North Danielleview","{""hobbies"": [""center"", ""benefit""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 4}, ""soft"": [""still"", ""piece""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 669, ""mother"": 732}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",False,invalid_format,,,,"center, benefit",3.0,4.0,4.0,2.0,"still, piece",4.0,669.0,732.0,1401.0,2,True,True,2023,"laptop, phone","Dell, Apple","39753 Emily Harbors, North Danielleview",39753,Unknown,Unknown
448,Karen Martinez,,,70.0,,Owenfort,?ali@@gmail..com,1976-05-18 00:00:00,python,60,pending,,,252.0,2021-12-30 03:33:45,UZ 100447 Tashkent New Kevin,"{hobbies:['white', 'think']}",False,invalid_format,,,,,,,,,,,,,,0,False,False,0,,,UZ 100447 Tashkent New Kevin,100447,Tashkent,Unknown
449,Jeffery Miller,20,femlae,71.0,305.436.2371x7152,Thomasstad,,2022-01-27 23:34:09,data science,109,pending,,,251.0,1980-12-01 20:14:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""assume"", ""assume""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 5}, ""soft"": [""the"", ""front""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 976, ""mother"": 689}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",False,missing,30543623717152,+998 62 371 71 52,Unknown,"assume, assume",5.0,5.0,5.0,2.0,"the, front",0.0,976.0,689.0,1665.0,2,True,True,2024,"laptop, phone","Dell, Apple","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
450,Daniel Murphy,19,,70.0,,Lake Nathan,joseph15@may-martinez.info,2025-11-12 00:00:00,Pyhton,97,pending,0.0,excellent,243.0,2019-04-05 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['raise', 'skill'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 2}, 'soft': ['personal', 'long']}, 'family': {'siblings': 1, 'income': {'father': 491, 'mother': 799}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",True,valid,,,,"raise, skill",5.0,3.0,2.0,2.0,"personal, long",1.0,491.0,799.0,1290.0,2,True,True,2024,"laptop, phone","Lenovo, Samsung","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
451,Amber Brooks,21,female,69.0,001-192-385-3074x17549,East Don,richard36@gmail.com,1991-11-09 00:00:00,data science,,pending,0.0,excellent,193.0,2018-02-06 00:00:00,"Lake David 11-kv, dom 11, Tashkent","{'hobbies': ['hour', 'ready'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 1}, 'soft': ['once', 'general']}, 'family': {'siblings': 4, 'income': {'father': 693, 'mother': 444}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",True,valid,001192385307417549,+998 30 741 75 49,Unknown,"hour, ready",1.0,5.0,1.0,2.0,"once, general",4.0,693.0,444.0,1137.0,2,True,True,2023,"laptop, phone","Lenovo, Xiaomi","Lake David 11-kv, dom 11, Tashkent",Unknown,Tashkent,Unknown
452,Anna Ayers,22,,63.0,101.270.5764,Lake Kim,,1974-12-02 00:00:00,data-sciens,,inactive,-2.0,excellent,235.0,2001-12-26 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['five', 'animal']}",False,missing,1012705764,+998 01 270 57 64,Unknown,,,,,,,,,,,0,False,False,0,,,"BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
453,Julie Flores,18,femlae,,363.572.0111x733,North Josephchester,?ali@@gmail..com,2007-02-14 00:00:00,data_sciense,110,active,15.5,excellent,12200.0,2014-10-09 12:03:00,UZ 100779 Tashkent Sophiashire,INVALID_JSON_DATA,False,invalid_format,3635720111733,+998 72 011 17 33,Unknown,,,,,,,,,,,0,False,False,0,,,UZ 100779 Tashkent Sophiashire,100779,Tashkent,Unknown
454,Michael Riley,,,,+1-545-308-2963x715,Jamesside,bnewman@edwards.net,1985-02-12 00:00:00,python,,active,-2.0,average,19800.0,2023-05-05 13:31:41,"South Jonathanview 11-kv, dom 15, Tashkent","{hobbies:['debate', 'whether']}",True,valid,15453082963715,+998 08 296 37 15,Unknown,,,,,,,,,,,0,False,False,0,,,"South Jonathanview 11-kv, dom 15, Tashkent",Unknown,Tashkent,Unknown
455,Emily Ray,22,fmale,,+1-843-054-7914x5964,North Christopherton,reveal,1997-05-10 12:19:37,data_sciense,,active,15.5,excellent,184.0,1998-03-18 21:57:58,UZ 100680 Tashkent Cartermouth,"{""hobbies"": [""may"", ""challenge""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 4}, ""soft"": [""wife"", ""mouth""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1386, ""mother"": 1411}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",False,invalid_format,184305479145964,+998 47 914 59 64,Unknown,"may, challenge",5.0,2.0,4.0,2.0,"wife, mouth",0.0,1386.0,1411.0,2797.0,2,True,True,2019,"laptop, phone","Lenovo, Xiaomi",UZ 100680 Tashkent Cartermouth,100680,Tashkent,Unknown
456,,,femlae,63.0,,Perezmouth,someonegmail.com,2004-12-05 00:00:00,PYTHNO,84,active,,good,18900.0,2019-07-22 17:48:42,"11041 Kristen Mountain, Stewartshire",INVALID_JSON_DATA,False,invalid_format,,,,,,,,,,,,,,0,False,False,0,,,"11041 Kristen Mountain, Stewartshire",11041,Unknown,Unknown
457,Wendy Williams,20,female,54.0,254-466-2154,Port Luisstad,rogershannah@calderon-romero.com,2010-09-17 20:25:00,Pyhton,72,pending,37.0,,279.0,2003-06-22 09:06:00,"New Katherine 17-kv, dom 14, Tashkent","{hobbies:['program', 'employee']}",True,valid,2544662154,+998 54 466 21 54,Unknown,,,,,,,,,,,0,False,False,0,,,"New Katherine 17-kv, dom 14, Tashkent",Unknown,Tashkent,Unknown
458,Steven Gray,18,MALE,93.0,+1-231-140-5276x41564,Rogerville,hunter33@@yahoo.com,1993-09-08 11:26:29,python,84,inactive,37.0,excellent,21400.0,2020-02-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['garden', 'Mrs'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 5}, 'soft': ['ten', 'safe']}, 'family': {'siblings': 1, 'income': {'father': 819, 'mother': 1374}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}",False,invalid_format,1231140527641564,+998 52 764 15 64,Unknown,"garden, Mrs",4.0,2.0,5.0,2.0,"ten, safe",1.0,819.0,1374.0,2193.0,2,True,True,2023,"laptop, phone","Lenovo, Samsung","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
459,Melanie Kline,,FEMALE,91.0,096-119-5797,Rodriguezborough,?ali@@gmail..com,1972-10-28 00:00:00,PYTHNO,,pending,,excellent,29000.0,2025-08-15 00:00:00,UZ 100349 Tashkent Bryantmouth,"{'hobbies': ['throw', 'free'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 4}, 'soft': ['identify', 'network']}, 'family': {'siblings': 5, 'income': {'father': 1179, 'mother': 918}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",False,invalid_format,0961195797,+998 96 119 57 97,Unknown,"throw, free",2.0,2.0,4.0,2.0,"identify, network",5.0,1179.0,918.0,2097.0,2,True,True,2022,"laptop, phone","HP, Xiaomi",UZ 100349 Tashkent Bryantmouth,100349,Tashkent,Unknown
460,,20,,66.0,+1-496-519-4828,West Frankfurt,krystal72@hotmail.com,1981-04-29 17:52:19,data-sciens,,inactive,37.0,excellent,124.0,1970-10-13 21:54:00,"4044 Ashley Canyon Suite 093, Eugenebury","{""hobbies"": [""Democrat"", ""ago""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""fall"", ""nor""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 769, ""mother"": 1087}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}",True,valid,14965194828,+998 96 519 48 28,Unknown,"Democrat, ago",1.0,2.0,3.0,2.0,"fall, nor",4.0,769.0,1087.0,1856.0,2,True,True,2023,"laptop, phone","Lenovo, Samsung","4044 Ashley Canyon Suite 093, Eugenebury",Unknown,Unknown,Unknown
461,,20,MALE,77.0,,East Morgan,christine49@hoffman-edwards.org,1998-01-08 00:00:00,ds,110,pending,37.0,,17300.0,2021-10-05 21:24:34,"Apartment 31, New Tristanstad district, Tashkent, UZ, 100639","{'hobbies': ['defense', 'on'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['argue', 'establish']}, 'family': {'siblings': 3, 'income': {'father': 1233, 'mother': 1205}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",True,valid,,,,"defense, on",5.0,1.0,3.0,2.0,"argue, establish",3.0,1233.0,1205.0,2438.0,2,True,True,2022,"laptop, phone","HP, Samsung","Apartment 31, New Tristanstad district, Tashkent, UZ, 100639",100639,Tashkent,Tristanstad
462,Andrea Clark,22,,,+1-740-734-1280x249,Santosborough,alisha02@fisher-frye.net,2021-08-06 01:50:49,d.s.,110,pending,15.5,excellent,20100.0,1999-03-21 00:00:00,"37125 Harris Ridges, Feliciahaven","{hobbies:['cultural', 'miss']}",True,valid,17407341280249,+998 34 128 02 49,Unknown,,,,,,,,,,,0,False,False,0,,,"37125 Harris Ridges, Feliciahaven",37125,Unknown,Unknown
463,,,MALE,,(825)843-1868x06509,Teresaton,?ali@@gmail..com,2022-09-25 06:45:25,Data Science,110,active,15.5,excellent,151.0,2025-11-01 07:48:18,"Apartment 17, East Melanieton district, Tashkent, UZ, 100892","{'hobbies': ['for', 'program'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['front', 'get']}, 'family': {'siblings': 3, 'income': {'father': 844, 'mother': 1300}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",False,invalid_format,825843186806509,+998 18 680 65 09,Unknown,"for, program",5.0,2.0,3.0,2.0,"front, get",3.0,844.0,1300.0,2144.0,2,True,True,2019,"laptop, phone","Dell, Samsung","Apartment 17, East Melanieton district, Tashkent, UZ, 100892",100892,Tashkent,Melanieton
464,,18,fmale,62.0,001-186-463-0034x72929,New Jessica,derekmiller@@gmail.com,2023-09-19 00:00:00,data science,110,active,0.0,excellent,121.0,1988-10-09 19:54:50,"6619 Mills Island Suite 519, East Richard","{'hobbies': ['garden', 'language'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 2}, 'soft': ['gas', 'eye']}, 'family': {'siblings': 5, 'income': {'father': 335, 'mother': 260}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",False,invalid_format,001186463003472929,+998 00 347 29 29,Unknown,"garden, language",2.0,1.0,2.0,2.0,"gas, eye",5.0,335.0,260.0,595.0,2,True,True,2024,"laptop, phone","Dell, Samsung","6619 Mills Island Suite 519, East Richard",Unknown,Unknown,Unknown
465,Katelyn Houston,,FEMALE,,,Lauramouth,?ali@@gmail..com,1972-08-21 00:00:00,ds,,active,15.5,,279.0,2010-10-15 11:08:44,"82258 Ward Vista, Trevorport","{'hobbies': ['sport', 'others'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 1}, 'soft': ['the', 'appear']}, 'family': {'siblings': 2, 'income': {'father': 1376, 'mother': 1310}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",False,invalid_format,,,,"sport, others",3.0,2.0,1.0,2.0,"the, appear",2.0,1376.0,1310.0,2686.0,2,True,True,2021,"laptop, phone","Lenovo, Apple","82258 Ward Vista, Trevorport",82258,Unknown,Unknown
466,Cody Russell,,male,73.0,(778)889-7511x018,Powellfurt,someonegmail.com,2000-09-17 00:00:00,d.s.,110,pending,15.5,good,138.0,1998-04-01 00:00:00,"Apartment 17, Davidview district, Tashkent, UZ, 100309",INVALID_JSON_DATA,False,invalid_format,7788897511018,+998 89 751 10 18,Unknown,,,,,,,,,,,0,False,False,0,,,"Apartment 17, Davidview district, Tashkent, UZ, 100309",100309,Tashkent,Davidview
467,Maria Glass,,Male,74.0,(201)671-9931,Port Katieville,history,1976-12-16 01:17:00,Pyhton,,inactive,,,202.0,2021-01-25 09:58:22,"59092 Strickland Road Apt. 407, Torresville","{'hobbies': ['picture', 'election'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['difficult', 'gas']}, 'family': {'siblings': 4, 'income': {'father': 1262, 'mother': 379}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}",False,invalid_format,2016719931,+998 01 671 99 31,Unknown,"picture, election",4.0,4.0,4.0,2.0,"difficult, gas",4.0,1262.0,379.0,1641.0,2,True,True,2024,"laptop, phone","HP, Samsung","59092 Strickland Road Apt. 407, Torresville",59092,Unknown,Unknown
468,,,MALE,93.0,(246)640-0420,Christopherport,environment,2023-06-13 18:56:33,DATA SCIENCE,,active,15.5,excellent,107.0,2022-05-01 06:08:14,"49187 Holland Crossing Apt. 560, Valenzuelachester","{""hobbies"": [""take"", ""approach""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 2}, ""soft"": [""increase"", ""where""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 508, ""mother"": 811}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",False,invalid_format,2466400420,+998 46 640 04 20,Unknown,"take, approach",4.0,4.0,2.0,2.0,"increase, where",1.0,508.0,811.0,1319.0,2,True,True,2024,"laptop, phone","Lenovo, Samsung","49187 Holland Crossing Apt. 560, Valenzuelachester",49187,Unknown,Unknown
469,Aaron Lee,19,MALE,,+1-872-361-5837,West Charlesville,?ali@@gmail..com,1996-02-05 00:00:00,DATA SCIENCE,110,inactive,,good,12000.0,2021-12-23 00:47:43,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['last', 'them'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 5}, 'soft': ['economy', 'life']}, 'family': {'siblings': 1, 'income': {'father': 815, 'mother': 517}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",False,invalid_format,18723615837,+998 72 361 58 37,Unknown,"last, them",4.0,5.0,5.0,2.0,"economy, life",1.0,815.0,517.0,1332.0,2,True,True,2023,"laptop, phone","Lenovo, Xiaomi","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
470,Nichole Woods,21,male,,001-875-634-3708x4973,Fosterburgh,rmartin@gmail.com,2023-10-16 19:03:54,Data Science,76,active,-2.0,excellent,166.0,1973-09-29 03:55:32,"Apartment 42, South Robertchester district, Tashkent, UZ, 100965","{'hobbies': ['buy', 'word'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 5}, 'soft': ['listen', 'news']}, 'family': {'siblings': 0, 'income': {'father': 614, 'mother': 506}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}",True,valid,00187563437084973,+998 43 708 49 73,Unknown,"buy, word",2.0,2.0,5.0,2.0,"listen, news",0.0,614.0,506.0,1120.0,2,True,True,2024,"laptop, phone","Lenovo, Apple","Apartment 42, South Robertchester district, Tashkent, UZ, 100965",100965,Tashkent,Robertchester
471,Edward Morse,20,,,6805358205,Lake Johnborough,jessicagray@@ryan.net,2013-06-08 00:00:00,python,110,active,15.5,average,159.0,2008-01-29 04:02:00,"Apartment 18, West Javierborough district, Tashkent, UZ, 100982","{""hobbies"": [""cover"", ""night""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 5}, ""soft"": [""know"", ""himself""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 901, ""mother"": 1349}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",False,invalid_format,6805358205,+998 80 535 82 05,Unknown,"cover, night",1.0,2.0,5.0,2.0,"know, himself",1.0,901.0,1349.0,2250.0,2,True,True,2024,"laptop, phone","HP, Xiaomi","Apartment 18, West Javierborough district, Tashkent, UZ, 100982",100982,Tashkent,Javierborough
472,,18,,82.0,,Thompsonburgh,woman,2002-03-09 00:00:00,data-sciens,,inactive,,average,127.0,1979-06-06 00:00:00,"Apartment 8, Brownberg district, Tashkent, UZ, 100457",INVALID_JSON_DATA,False,invalid_format,,,,,,,,,,,,,,0,False,False,0,,,"Apartment 8, Brownberg district, Tashkent, UZ, 100457",100457,Tashkent,Brownberg
473,,18,male,61.0,(420)538-9587x77757,Lake Michael,brittneynash@@hotmail.com,1974-12-02 00:00:00,DATA SCIENCE,113,pending,0.0,,289.0,2000-02-28 10:55:00,"New Chris 4-kv, dom 21, Tashkent","{'hobbies': ['data', 'style'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['the', 'house']}, 'family': {'siblings': 0, 'income': {'father': 1484, 'mother': 354}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",False,invalid_format,420538958777757,+998 95 877 77 57,Uzmobile,"data, style",5.0,2.0,3.0,2.0,"the, house",0.0,1484.0,354.0,1838.0,2,True,True,2022,"laptop, phone","Dell, Apple","New Chris 4-kv, dom 21, Tashkent",Unknown,Tashkent,Unknown
474,Alexandra Pena,20,Male,,,Port Martin,?ali@@gmail..com,2022-01-14 13:30:57,data-sciens,111,pending,0.0,good,204.0,2003-04-23 00:00:00,"South Vickieport 14-kv, dom 38, Tashkent","{'hobbies': ['already', 'your'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 1}, 'soft': ['hit', 'ok']}, 'family': {'siblings': 0, 'income': {'father': 391, 'mother': 1386}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",False,invalid_format,,,,"already, your",5.0,4.0,1.0,2.0,"hit, ok",0.0,391.0,1386.0,1777.0,2,True,True,2018,"laptop, phone","Dell, Xiaomi","South Vickieport 14-kv, dom 38, Tashkent",Unknown,Tashkent,Unknown
475,Susan Evans,19,FEMALE,,(840)871-3220x64975,West Zacharyview,?ali@@gmail..com,1983-01-31 00:00:00,python,110,active,,good,287.0,1979-12-25 00:00:00,"Port Christineton 29-kv, dom 1, Tashkent",INVALID_JSON_DATA,False,invalid_format,840871322064975,+998 32 206 49 75,Unknown,,,,,,,,,,,0,False,False,0,,,"Port Christineton 29-kv, dom 1, Tashkent",Unknown,Tashkent,Unknown
476,,20,,68.0,,Lowehaven,annafields@rivera-erickson.com,2023-03-17 00:00:00,data_sciense,110,pending,15.5,excellent,15900.0,1984-07-05 00:00:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,True,valid,,,,,,,,,,,,,,0,False,False,0,,,"BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
477,Amanda Evans,20,,60.0,001-251-053-0173x06396,Colleenburgh,,1970-08-01 00:00:00,data_sciense,,inactive,-2.0,excellent,209.0,2020-09-07 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['medical', 'him'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 3}, 'soft': ['subject', 'kind']}, 'family': {'siblings': 0, 'income': {'father': 1007, 'mother': 1042}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",False,missing,001251053017306396,+998 01 730 63 96,Unknown,"medical, him",2.0,4.0,3.0,2.0,"subject, kind",0.0,1007.0,1042.0,2049.0,2,True,True,2023,"laptop, phone","Dell, Xiaomi","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
478,Jason Michael,20,male,83.0,+1-311-913-3615,West Jessefurt,vmurphy@baker.com,1979-02-06 00:00:00,Data Science,,active,,excellent,169.0,2003-12-10 00:00:00,"Apartment 45, Wilsonmouth district, Tashkent, UZ, 100904","{'hobbies': ['they', 'ball'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 1}, 'soft': ['if', 'eye']}, 'family': {'siblings': 1, 'income': {'father': 213, 'mother': 255}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",True,valid,13119133615,+998 11 913 36 15,Unknown,"they, ball",1.0,1.0,1.0,2.0,"if, eye",1.0,213.0,255.0,468.0,2,True,True,2024,"laptop, phone","HP, Xiaomi","Apartment 45, Wilsonmouth district, Tashkent, UZ, 100904",100904,Tashkent,Wilsonmouth
479,Brian Weiss,21,MALE,,325-698-3868,East Stephanie,zmcgee@@hotmail.com,1995-03-12 07:15:00,Data Science,110,active,-2.0,average,290.0,1978-02-06 06:25:00,"386 Stanley Club Suite 051, West Dawn","{""hobbies"": [""Democrat"", ""property""], ""skills"": {""tech"": {""python"": 2, ""excel"": 1, ""sql"": 1}, ""soft"": [""growth"", ""member""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 226, ""mother"": 559}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",False,invalid_format,3256983868,+998 25 698 38 68,Unknown,"Democrat, property",2.0,1.0,1.0,2.0,"growth, member",1.0,226.0,559.0,785.0,2,True,True,2019,"laptop, phone","Dell, Samsung","386 Stanley Club Suite 051, West Dawn",Unknown,Unknown,Unknown
480,,18,Female,,(039)728-2149,East Thomasview,christopher88@hotmail.com,2015-02-19 19:05:00,data_sciense,,active,0.0,excellent,8000.0,1986-05-20 00:00:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,True,valid,0397282149,+998 39 728 21 49,Unknown,,,,,,,,,,,0,False,False,0,,,"BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
481,Michael Horn,18,Male,93.0,+1-142-871-0815x859,East Rodney,,1970-05-10 00:00:00,ds,71,pending,0.0,excellent,259.0,2021-07-24 21:06:53,UZ 100575 Tashkent Peterland,"{""hobbies"": [""south"", ""positive""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 1}, ""soft"": [""effort"", ""condition""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1277, ""mother"": 466}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",False,missing,11428710815859,+998 71 081 58 59,Unknown,"south, positive",3.0,1.0,1.0,2.0,"effort, condition",3.0,1277.0,466.0,1743.0,2,True,True,2021,"laptop, phone","Lenovo, Samsung",UZ 100575 Tashkent Peterland,100575,Tashkent,Unknown
482,Kimberly Douglas,,Male,,001-404-773-6044x4923,Gregoryton,debrawright@@hotmail.com,2023-04-01 20:43:00,python,78,pending,3.64,excellent,98.0,1972-10-18 23:00:00,UZ 100278 Tashkent New Calvinstad,"{'hobbies': ['its', 'cultural'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['east', 'while']}, 'family': {'siblings': 0, 'income': {'father': 463, 'mother': 839}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}",False,invalid_format,00140477360444923,+998 36 044 49 23,Unknown,"its, cultural",3.0,3.0,2.0,2.0,"east, while",0.0,463.0,839.0,1302.0,2,True,True,2020,"laptop, phone","Lenovo, Samsung",UZ 100278 Tashkent New Calvinstad,100278,Tashkent,Unknown
483,Matthew Moore,22,,76.0,838.253.7573x57049,Cooperland,business,1985-06-07 23:50:00,data_sciense,89,active,3.62,excellent,231.0,1984-06-26 00:00:00,"Apartment 30, Lake Johnland district, Tashkent, UZ, 100801","{'hobbies': ['same', 'through'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['fall', 'inside']}, 'family': {'siblings': 1, 'income': {'father': 685, 'mother': 1114}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}",False,invalid_format,838253757357049,+998 75 735 70 49,Unknown,"same, through",3.0,1.0,1.0,2.0,"fall, inside",1.0,685.0,1114.0,1799.0,2,True,True,2024,"laptop, phone","Dell, Xiaomi","Apartment 30, Lake Johnland district, Tashkent, UZ, 100801",100801,Tashkent,Johnland
484,,,Male,85.0,018-396-2474x93355,Snowside,hnorton@gmail.com,2011-11-05 00:00:00,data_sciense,94,active,-2.0,,258.0,1990-02-11 00:00:00,"72389 Schmidt Place Apt. 885, South Patrickshire","{hobbies:['hold', 'reality']}",True,valid,018396247493355,+998 24 749 33 55,Unknown,,,,,,,,,,,0,False,False,0,,,"72389 Schmidt Place Apt. 885, South Patrickshire",72389,Unknown,Unknown
